Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
EVRG,"Evergy, Inc.",65.01,$14.82B,2018.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg,
EVRI,Everi Holdings Inc.,12.4,$896.49M,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri,
ES,Eversource Energy,82.15,$26.6B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es,
EVTC,"Evertec, Inc.",30.54,$2.2B,2013.0,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc,
EVH,"Evolent Health, Inc",9.68,$818.15M,2015.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh,
AQUA,Evoqua Water Technologies Corp.,17.75,$2.03B,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua,
XAN,Exantas Capital Corp.,11.73,$373.96M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan,
EXPR,"Express, Inc.",3.71,$249.56M,2010.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr,
EXTN,Exterran Corporation,6.84,$229.11M,2015.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn,
EXR,Extra Space Storage Inc,106.5,$13.79B,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr,
XOM,Exxon Mobil Corporation,68.52,$289.92B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom,
FNB,F.N.B. Corporation,12.49,$4.06B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb,
FN,Fabrinet,61.04,$2.26B,2010.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn,
FDS,FactSet Research Systems Inc.,252.84,$9.59B,1996.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds,
FICO,Fair Isaac Corporation,354.25,$10.26B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico,
SFUN,Fang Holdings Limited,2.08,$185.95M,2010.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun,
FTCH,Farfetch Limited,9.26,$2.82B,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ftch,
FPI,Farmland Partners Inc.,6.39,$227.34M,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fpi,
FSLY,"Fastly, Inc.",21.28,$1.99B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/fsly,
FBK,FB Financial Corporation,37.84,$1.17B,2016.0,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk,
FFG,"FBL Financial Group, Inc.",57.04,$1.41B,1996.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/ffg,
AGM,Federal Agricultural Mortgage Corporation,83.03,$889.32M,,Finance,Finance Companies,https://old.nasdaq.com/symbol/agm,
FRT,Federal Realty Investment Trust,131.95,$9.97B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/frt,
FSS,Federal Signal Corporation,32.95,$1.99B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fss,
FMN,Federated Premier Municipal Income Fund,14.1,$162.1M,2002.0,,,https://old.nasdaq.com/symbol/fmn,
FDX,FedEx Corporation,157.55,$41.11B,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/fdx,
RACE,Ferrari N.V.,165.35,$41.21B,2015.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/race,
FOE,Ferro Corporation,12.86,$1.05B,,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/foe,
FCAU,Fiat Chrysler Automobiles N.V.,15.65,$30.93B,2014.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fcau,
FNF,"Fidelity National Financial, Inc.",47.6,$13.09B,2014.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fnf,
FIS,"Fidelity National Information Services, Inc.",137.04,$84.22B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fis,
FMO,Fiduciary/Claymore Energy Infrastructure Fund,7.06,$250.21M,2004.0,,,https://old.nasdaq.com/symbol/fmo,
FAF,First American Corporation (The),63.5,$7.13B,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf,
FBP,First BanCorp.,10.42,$2.26B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fbp,
FCF,First Commonwealth Financial Corporation,14.24,$1.4B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fcf,
FHN,First Horizon National Corporation,16.26,$5.06B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fhn,
FR,"First Industrial Realty Trust, Inc.",42.03,$5.34B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fr,
AG,First Majestic Silver Corp.,10.84,$2.2B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ag,
FRC,FIRST REPUBLIC BANK,108.37,$18.26B,,,,https://old.nasdaq.com/symbol/frc,
FFA,First Trust,16.62,$332.04M,2004.0,,,https://old.nasdaq.com/symbol/ffa,
FMY,First Trust,14.05,$59.19M,2005.0,,,https://old.nasdaq.com/symbol/fmy,
FDEU,First Trust Dynamic Europe Equity Income Fund,14.77,$254.52M,2015.0,,,https://old.nasdaq.com/symbol/fdeu,
FIF,First Trust Energy Infrastructure Fund,15.57,$273.26M,2011.0,,,https://old.nasdaq.com/symbol/fif,
FSD,First Trust High Income Long Short Fund,15.33,$529.28M,2010.0,,,https://old.nasdaq.com/symbol/fsd,
FPF,First Trust Intermediate Duration Preferred & Income Fund,24.1,$1.46B,2013.0,,,https://old.nasdaq.com/symbol/fpf,
FPL,First Trust New Opportunities MLP & Energy Fund,8.45,$217.16M,2014.0,,,https://old.nasdaq.com/symbol/fpl,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.09,$325.71M,2016.0,,,https://old.nasdaq.com/symbol/fiv,
FCT,First Trust Senior Floating Rate Income Fund II,12.07,$322.23M,2004.0,,,https://old.nasdaq.com/symbol/fct,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,5.92,$85.01M,2007.0,,,https://old.nasdaq.com/symbol/fgb,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,14.0258,$70.99M,,,,https://old.nasdaq.com/symbol/feo,
FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.07,$141.21M,2006.0,,,https://old.nasdaq.com/symbol/fam,
FE,FirstEnergy Corp.,46.77,$25.27B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/fe,
FIT,"Fitbit, Inc.",6.75,$1.76B,2015.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/fit,
FPH,"Five Point Holdings, LLC",6.9,$1.02B,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/fph,
FVRR,Fiverr International Ltd.,21.93,$699.57M,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fvrr,
FBC,"Flagstar Bancorp, Inc.",36.68,$2.07B,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fbc,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,26.73,$512.31M,2013.0,,,https://old.nasdaq.com/symbol/dfp,
PFD,Flaherty & Crumrine Preferred and Income Fund Inco,15.94,$179.22M,1991.0,,,https://old.nasdaq.com/symbol/pfd,
PFO,Flaherty & Crumrine Preferred and Income Opportuni,12.2,$153.98M,1992.0,,,https://old.nasdaq.com/symbol/pfo,
FFC,Flaherty & Crumrine Preferred and Income Securitie,21.69,$962.56M,2003.0,,,https://old.nasdaq.com/symbol/ffc,
FLC,Flaherty & Crumrine Total Return Fund Inc,23.0019,$229.46M,2003.0,,,https://old.nasdaq.com/symbol/flc,
FLT,"FleetCor Technologies, Inc.",298.49,$25.9B,2010.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/flt,
FLNG,FLEX LNG Ltd.,8.9811,,2019.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/flng,
FND,"Floor & Decor Holdings, Inc.",44.71,$4.52B,2017.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fnd,
FTK,"Flotek Industries, Inc.",1.73,$99.82M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ftk,
FLO,"Flowers Foods, Inc.",21.42,$4.53B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/flo,
FLS,Flowserve Corporation,48.39,$6.33B,,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/fls,
FLR,Fluor Corporation,17.35,$2.43B,,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/flr,
FLY,Fly Leasing Limited,19.18,$592.63M,2007.0,,,https://old.nasdaq.com/symbol/fly,
FMC,FMC Corporation,96.96,$12.57B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/fmc,
FMX,Fomento Economico Mexicano S.A.B. de C.V.,92.52,$165.53B,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fmx,
FL,"Foot Locker, Inc.",44.9,$4.81B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/fl,
F,Ford Motor Company,8.95,$35.49B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/f,
FOR,Forestar Group Inc,20.11,$965.23M,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/for,
FTS,Fortis Inc.,40.42,$17.72B,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/fts,
FTV,Fortive Corporation,71.15,$23.89B,2016.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ftv,
FTAI,Fortress Transportation and Infrastructure Investors LLC,16.65,$1.41B,2015.0,,,https://old.nasdaq.com/symbol/ftai,
FSM,Fortuna Silver Mines Inc.,3.13,$501.71M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fsm,
FBHS,"Fortune Brands Home & Security, Inc.",63.57,$8.85B,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/fbhs,
FET,"Forum Energy Technologies, Inc.",0.9704,$107.19M,2012.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fet,
FBM,"Foundation Building Materials, Inc.",21.14,$908.81M,2017.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fbm,
FCPT,"Four Corners Property Trust, Inc.",27.94,$1.93B,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fcpt,
FEDU,Four Seasons Education (Cayman) Inc.,2.19,$109.35M,2017.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/fedu,
FNV,Franco-Nevada Corporation,99.02,$18.67B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fnv,
FC,Franklin Covey Company,37.32,$521.52M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/fc,
BEN,"Franklin Resources, Inc.",27.73,$13.85B,,Finance,Investment Managers,https://old.nasdaq.com/symbol/ben,
FT,Franklin Universal Trust,7.72,$194.02M,,,,https://old.nasdaq.com/symbol/ft,
FI,Frank&#39;s International N.V.,5.1,$1.15B,2013.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/fi,
FCX,"Freeport-McMoran, Inc.",11.01,$15.97B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fcx,
FMS,Fresenius Medical Care Corporation,36.85,$22.14B,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/fms,
FDP,"Fresh Del Monte Produce, Inc.",31.48,$1.51B,1997.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/fdp,
RESI,Front Yard Residential Corporation,10.84,$584.07M,,Finance,Real Estate,https://old.nasdaq.com/symbol/resi,
FRO,Frontline Ltd.,10.44,$2.06B,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/fro,
FSK,FS KKR Capital Corp.,5.97,$3.04B,2014.0,,,https://old.nasdaq.com/symbol/fsk,
FCN,"FTI Consulting, Inc.",106.66,$4.01B,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/fcn,
FTSI,"FTS International, Inc.",0.9666,$103.63M,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ftsi,
FF,FutureFuel Corp.,11.46,$501.3M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ff,
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.79,$108.61M,,,,https://old.nasdaq.com/symbol/gcv,
GAB,"Gabelli Equity Trust, Inc. (The)",6.12,$1.56B,1986.0,,,https://old.nasdaq.com/symbol/gab,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),11.36,$108.07M,2014.0,,,https://old.nasdaq.com/symbol/ggz,
GGT,Gabelli Multi-Media Trust Inc. (The),8.29,$205.23M,,,,https://old.nasdaq.com/symbol/ggt,
GUT,Gabelli Utility Trust (The),7.6,$410.32M,,,,https://old.nasdaq.com/symbol/gut,
GLEO,Galileo Acquisition Corp.,9.67,,2019.0,,,https://old.nasdaq.com/symbol/gleo,
GBL,"Gamco Investors, Inc.",17.76,$488.24M,1999.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gbl,
GNT,"GAMCO Natural Resources, Gold & Income Tust ",5.8,$121.19M,2011.0,,,https://old.nasdaq.com/symbol/gnt,
GME,Gamestop Corporation,5.62,$508.37M,2002.0,Consumer Services,Electronics Distribution,https://old.nasdaq.com/symbol/gme,
GCI,"Gannett Co., Inc.",9.68,$1.11B,2015.0,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/gci,
GPS,"Gap, Inc. (The)",17.3,$6.5B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/gps,
IT,"Gartner, Inc.",159.95,$14.31B,1993.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/it,
GLOG,GasLog LP.,9.26,$747.56M,2012.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/glog,
GLOP,GasLog Partners LP,16.53,$835.72M,2014.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/glop,
GTES,Gates Industrial Corporation plc,11.7,$3.39B,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/gtes,
GATX,GATX Corporation,80.35,$2.82B,,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/gatx,
GMTA,GATX Corporation,26.71,,2016.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/gmta,
GCP,GCP Applied Technologies Inc.,22.01,$1.6B,2016.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/gcp,
GNK,Genco Shipping & Trading Limited ,10.86,$453.45M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/gnk,
GNRC,Generac Holdlings Inc.,94.28,$5.9B,2010.0,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/gnrc,
GAM,"General American Investors, Inc.",36.27,$885.82M,,,,https://old.nasdaq.com/symbol/gam,
GD,General Dynamics Corporation,186.58,$53.98B,,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/gd,
GE,General Electric Company,11.44,$99.91B,,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ge,
GIS,"General Mills, Inc.",52.89,$31.97B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/gis,
GM,General Motors Company,36.62,$53.16B,2010.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/gm,
GCO,Genesco Inc.,41.14,$617.05M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/gco,
GEL,"Genesis Energy, L.P.",18.23,$2.23B,1996.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/gel,
GNE,Genie Energy Ltd.,8.33,$226.91M,2011.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/gne,
G,Genpact Limited,40.48,$7.69B,2007.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/g,
GPC,Genuine Parts Company,105.39,$15.31B,,Capital Goods,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpc,
GNW,Genworth Financial Inc,3.93,$1.98B,2004.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/gnw,
GEO,Geo Group Inc (The),14.64,$1.78B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/geo,
GPRK,Geopark Ltd,19.47,$1.15B,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gprk,
GPJA,Georgia Power Company,26.11,,2017.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/gpja,
GGB,Gerdau S.A.,3.57,$6.06B,,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/ggb,
GTY,Getty Realty Corporation,33.2,$1.37B,,Finance,Real Estate,https://old.nasdaq.com/symbol/gty,
GIX,"GigCapital2, Inc.",9.84,$218.89M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/gix,
GIL,"Gildan Activewear, Inc.",26.69,$5.44B,1998.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/gil,
GLT,Glatfelter,17.9,$790.66M,,Basic Industries,Paper,https://old.nasdaq.com/symbol/glt,
GKOS,Glaukos Corporation,61.49,$2.27B,2015.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/gkos,
GSK,GlaxoSmithKline PLC,44.33,$110.58B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/gsk,
CO,Global Cord Blood Corporation,4.6,$559.13M,,Finance,Business Services,https://old.nasdaq.com/symbol/co,
GMRE,Global Medical REIT Inc.,13.05,$474.65M,2016.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gmre,
GNL,"Global Net Lease, Inc.",19.8,$1.67B,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gnl,
GLP,Global Partners LP,20.12,$683.99M,2005.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/glp,
GPN,Global Payments Inc.,179.63,$53.99B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/gpn,
GSL,"Global Ship Lease, Inc.",7.76,$136.24M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/gsl,
GLOB,Globant S.A.,94.33,$3.45B,2014.0,Technology,EDP Services,https://old.nasdaq.com/symbol/glob,
GL,Globe Life Inc.,99.53,$10.86B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/gl,
GMED,"Globus Medical, Inc.",55.11,$5.48B,2012.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/gmed,
GMS,GMS Inc.,31.95,$1.33B,2016.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/gms,
GDDY,GoDaddy Inc.,68.36,$11.78B,2015.0,Technology,EDP Services,https://old.nasdaq.com/symbol/gddy,
GOL,Gol Linhas Aereas Inteligentes S.A.,16.29,$2.85B,2004.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/gol,
GFI,Gold Fields Limited,5.46,$4.52B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gfi,
GSBD,"Goldman Sachs BDC, Inc.",20.38,$822.09M,2015.0,,,https://old.nasdaq.com/symbol/gsbd,
GS,"Goldman Sachs Group, Inc. (The)",219.73,$77.8B,1999.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gs,
GER,Goldman Sachs MLP Energy Renaissance Fund,4.26,$338.56M,1986.0,,,https://old.nasdaq.com/symbol/ger,
GRC,Gorman-Rupp Company (The),36.14,$944.46M,,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/grc,
GPX,GP Strategies Corporation,12.27,$208.28M,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gpx,
GGG,Graco Inc.,47.61,$7.94B,,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ggg,
EAF,GrafTech International Ltd.,13.65,$3.95B,2018.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eaf,
GHM,Graham Corporation,22.35,$220.89M,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ghm,
GHC,Graham Holdings Company,632.55,$3.36B,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ghc,
GRAM,Grana y Montero S.A.A.,1.98,$345.28M,2018.0,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/gram,
GVA,Granite Construction Incorporated,26.51,$1.24B,,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/gva,
GPMT,Granite Point Mortgage Trust Inc.,18.06,$990.65M,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gpmt,
GPK,Graphic Packaging Holding Company,16.5,$4.79B,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/gpk,
GTN,"Gray Television, Inc.",19.35,$1.94B,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/gtn,
AJX,Great Ajax Corp.,15.04,$306.02M,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajx,
AJXA,Great Ajax Corp.,27.27,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajxa,
GWB,"Great Western Bancorp, Inc.",34.29,$1.93B,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/gwb,
GDOT,Green Dot Corporation,24.6,$1.27B,2010.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gdot,
GBX,"Greenbrier Companies, Inc. (The)",29.06,$944.09M,1994.0,Capital Goods,Railroads,https://old.nasdaq.com/symbol/gbx,
GHL,"Greenhill & Co., Inc.",17.39,$331.82M,2004.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ghl,
GHG,GreenTree Hospitality Group Ltd.,11.11,$1.13B,2018.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ghg,
GEF,Greif Bros. Corporation,41.6,$2.47B,,,,https://old.nasdaq.com/symbol/gef,
GFF,Griffon Corporation,22.49,$1.05B,,Capital Goods,Building Products,https://old.nasdaq.com/symbol/gff,
GPI,"Group 1 Automotive, Inc.",102.48,$1.91B,1997.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpi,
GRUB,GrubHub Inc.,40.99,$3.75B,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/grub,
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",107.65,$6.04B,2006.0,Transportation,Aerospace,https://old.nasdaq.com/symbol/pac,
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",171.92,$5.16B,,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr,
AVAL,Grupo Aval Acciones y Valores S.A.,8.29,$9.24B,2014.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval,
