Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
CVA,Covanta Holding Corporation,14.7,$1.93B,,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/cva,
CPF,CPB Inc.,29.47,$836.27M,,Finance,Major Banks,https://old.nasdaq.com/symbol/cpf,
CR,Crane Co.,82.72,$4.96B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cr,
BAP,Credicorp Ltd.,210.82,$16.82B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap,
CS,Credit Suisse Group,13.01,$32.18B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cs,
CPG,Crescent Point Energy Corporation,3.94,$2.16B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpg,
CEQP,Crestwood Equity Partners LP,31.9,$2.29B,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ceqp,
CRH,CRH PLC,37.4,$29.61B,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/crh,
CRT,Cross Timbers Royalty Trust,8.24,$49.44M,1992.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crt,
CAPL,CrossAmerica Partners LP,17.25,$594.17M,2012.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl,
CCI,Crown Castle International Corporation,135.94,$56.52B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cci,
CCK,"Crown Holdings, Inc.",74.5,$10.1B,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck,
CRY,"CryoLife, Inc.",24.64,$924.09M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cry,
CTS,CTS Corporation,26.61,$867.54M,,Technology,Electrical Products,https://old.nasdaq.com/symbol/cts,
CUBE,CubeSmart,31.31,$6.06B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cube,
CUB,Cubic Corporation,73.47,$2.29B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cub,
CFR,"Cullen/Frost Bankers, Inc.",93.47,$5.85B,,Finance,Major Banks,https://old.nasdaq.com/symbol/cfr,
CULP,"Culp, Inc.",16.7,$207.16M,,Basic Industries,Textiles,https://old.nasdaq.com/symbol/culp,
CMI,Cummins Inc.,183.46,$28.11B,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cmi,
CURO,CURO Group Holdings Corp.,14.77,$612.76M,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/curo,
CW,Curtiss-Wright Corporation,140.24,$5.99B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cw,
SRV,Cushing MLP & Infrastructure Total Return Fund,9.32,$62.76M,,,,https://old.nasdaq.com/symbol/srv,
SZC,Cushing Renaissance Fund (The),13.01,$101.54M,2012.0,,,https://old.nasdaq.com/symbol/szc,
CWK,Cushman & Wakefield plc,19.13,$4.19B,2018.0,Finance,Real Estate,https://old.nasdaq.com/symbol/cwk,
CUBI,"Customers Bancorp, Inc",24.0,$751.69M,,Finance,Major Banks,https://old.nasdaq.com/symbol/cubi,
CVI,CVR Energy Inc.,45.29,$4.55B,2007.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvi,
UAN,"CVR Partners, LP",2.75,$311.53M,2011.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan,
CVS,CVS Health Corporation,75.1,$97.7B,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cvs,
CELP,"Cypress Energy Partners, L.P.",8.9554,$108.04M,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp,
DHI,"D.R. Horton, Inc.",54.63,$20.13B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/dhi,
DAN,Dana Incorporated,16.71,$2.41B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dan,
DHR,Danaher Corporation,140.23,$100.72B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dhr,
DAC,Danaos Corporation,10.3,$158.33M,2006.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dac,
DQ,DAQO New Energy Corp.,38.87,$516.24M,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/dq,
DRI,"Darden Restaurants, Inc.",113.28,$13.89B,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri,
DAR,Darling Ingredients Inc.,22.9,$3.75B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/dar,
DVA,DaVita Inc.,71.04,$9.21B,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva,
DCP,DCP Midstream LP,22.4,$4.67B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/dcp,
DECK,Deckers Outdoor Corporation,166.92,$4.67B,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/deck,
DE,Deere & Company,174.91,$55.07B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/de,
DEX,Delaware Enhanced Global Dividend,10.18,$122.23M,2007.0,,,https://old.nasdaq.com/symbol/dex,
DDF,"Delaware Investments Dividend & Income Fund, Inc.",14.805,$113.82M,1993.0,,,https://old.nasdaq.com/symbol/ddf,
DKL,"Delek Logistics Partners, L.P.",32.12,$784.28M,2012.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/dkl,
DK,"Delek US Holdings, Inc.",36.04,$2.68B,2017.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/dk,
DELL,Dell Technologies Inc.,55.57,$40.27B,2018.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/dell,
DAL,"Delta Air Lines, Inc.",57.08,$36.92B,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/dal,
DLX,Deluxe Corporation,51.03,$2.15B,,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/dlx,
DBI,Designer Brands Inc.,17.69,$1.29B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dbi,
DESP,"Despegar.com, Corp.",11.21,$776.13M,2017.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/desp,
DB,Deutsche Bank AG,7.35,$15.18B,,Finance,Major Banks,https://old.nasdaq.com/symbol/db,
DVN,Devon Energy Corporation,21.96,$8.43B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn,
DHX,"DHI Group, Inc.",3.27,$176.25M,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dhx,
DHT,"DHT Holdings, Inc.",7.52,$1.07B,2005.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dht,
DEO,Diageo plc,160.53,$94.29B,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/deo,
DSSI,Diamond S Shipping Inc.,14.85,$600.73M,2019.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi,
DRH,Diamondrock Hospitality Company,10.15,$2.03B,2005.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh,
DSX,Diana Shipping inc.,3.44,$332.82M,2005.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx,
DKS,Dick&#39;s Sporting Goods Inc,41.53,$3.75B,2002.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/dks,
DBD,Diebold Nixdorf Incorporated,7.94,$609.74M,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/dbd,
DLR,"Digital Realty Trust, Inc.",120.47,$25.14B,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dlr,
DDS,"Dillard&#39;s, Inc.",77.45,$1.93B,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dds,
DDT,"Dillard&#39;s, Inc.",26.15,,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/ddt,
DIN,"Dine Brands Global, Inc.",80.29,$1.35B,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/din,
DFS,Discover Financial Services,84.15,$26.38B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dfs,
DLB,Dolby Laboratories,69.25,$6.98B,2005.0,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/dlb,
DG,Dollar General Corporation,159.98,$41.13B,2009.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dg,
D,"Dominion Energy, Inc.",82.58,$67.97B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/d,
DCUE,"Dominion Energy, Inc.",107.25,,2019.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dcue,
DRUA,"Dominion Energy, Inc.",25.68,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/drua,
DPZ,Domino&#39;s Pizza Inc,284.61,$11.64B,2004.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dpz,
UFS,Domtar Corporation,38.57,$2.51B,,Basic Industries,Paper,https://old.nasdaq.com/symbol/ufs,
DCI,"Donaldson Company, Inc.",54.75,$6.91B,,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/dci,
DFIN,"Donnelley Financial Solutions, Inc.",9.6,$329.28M,2016.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dfin,
LPG,Dorian LPG Ltd.,13.09,$714.66M,2014.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/lpg,
DSL,DoubleLine Income Solutions Fund,19.94,$2.02B,2013.0,,,https://old.nasdaq.com/symbol/dsl,
DBL,DoubleLine Opportunistic Credit Fund,20.66,$308.4M,2012.0,,,https://old.nasdaq.com/symbol/dbl,
PLOW,"Douglas Dynamics, Inc.",54.01,$1.23B,2010.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/plow,
DEI,"Douglas Emmett, Inc.",44.29,$7.77B,2006.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dei,
DOV,Dover Corporation,109.08,$15.85B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dov,
DVD,"Dover Motorsports, Inc.",1.89,$68.87M,1996.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd,
DOW,Dow Inc.,54.32,$40.28B,2019.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dow,
RDY,Dr. Reddy&#39;s Laboratories Ltd,38.32,$6.35B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy,
DRD,DRDGOLD Limited,4.34,$298.14M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/drd,
DRQ,"Dril-Quip, Inc.",43.59,$1.58B,1997.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/drq,
DS,Drive Shack Inc.,4.13,$276.85M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ds,
DTE,DTE Energy Company,123.5,$23.72B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte,
DTJ,DTE Energy Company,25.8,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj,
DTP,DTE Energy Company,49.64,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp,
DTW,DTE Energy Company,26.58,,2017.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw,
DTY,DTE Energy Company,27.31,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty,
DCO,Ducommun Incorporated,49.04,$567.06M,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/dco,
DPG,Duff & Phelps Global Utility Income Fund Inc.,14.93,$566.29M,2011.0,,,https://old.nasdaq.com/symbol/dpg,
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,3.42,$89.63M,2014.0,,,https://old.nasdaq.com/symbol/dse,
DNP,"Duff & Phelps Utilities Income, Inc.",12.45,$3.71B,1987.0,,,https://old.nasdaq.com/symbol/dnp,
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.2988,$121.84M,1991.0,,,https://old.nasdaq.com/symbol/dtf,
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.11,$250.48M,1993.0,,,https://old.nasdaq.com/symbol/duc,
DUK,Duke Energy Corporation,88.65,$64.63B,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk,
DUKB,Duke Energy Corporation,26.89,,2018.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb,
DUKH,Duke Energy Corporation,25.43,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh,
DRE,Duke Realty Corporation,35.08,$12.89B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dre,
DD,"DuPont de Nemours, Inc.",66.85,$49.52B,2017.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dd,
DXC,DXC Technology Company,37.05,$9.48B,,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc,
DY,"Dycom Industries, Inc.",50.34,$1.59B,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy,
DLNG,Dynagas LNG Partners LP,2.1,$74.53M,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/dlng,
DT,"Dynatrace, Inc.",22.07,$6.19B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt,
DX,"Dynex Capital, Inc.",16.6,$380.9M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx,
ELF,"e.l.f. Beauty, Inc.",16.79,$839.49M,2016.0,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf,
EXP,Eagle Materials Inc,93.21,$3.88B,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp,
ECCB,Eagle Point Credit Company Inc.,26.414,,2016.0,,,https://old.nasdaq.com/symbol/eccb,
ECCX,Eagle Point Credit Company Inc.,25.8,,2018.0,,,https://old.nasdaq.com/symbol/eccx,
ECCY,Eagle Point Credit Company Inc.,25.8,,2017.0,,,https://old.nasdaq.com/symbol/eccy,
EIC,Eagle Point Income Company Inc.,18.4,$22.08M,2019.0,,,https://old.nasdaq.com/symbol/eic,
ESTE,"Earthstone Energy, Inc.",5.26,$339.62M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este,
DEA,"Easterly Government Properties, Inc.",22.89,$1.63B,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dea,
EGP,"EastGroup Properties, Inc.",132.14,$5.08B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp,
EMN,Eastman Chemical Company,79.27,$10.78B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn,
KODK,Eastman Kodak Company,2.49,$107.63M,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kodk,
ETN,"Eaton Corporation, PLC",90.73,$37.51B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn,
ETV,Eaton Vance Corporation,14.86,$1.24B,2005.0,,,https://old.nasdaq.com/symbol/etv,
ETW,Eaton Vance Corporation,10.21,$1.1B,2005.0,,,https://old.nasdaq.com/symbol/etw,
EV,Eaton Vance Corporation,48.23,$5.47B,,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev,
EOI,Eaton Vance Enhance Equity Income Fund,15.76,$617.37M,2004.0,,,https://old.nasdaq.com/symbol/eoi,
EOS,Eaton Vance Enhanced Equity Income Fund II,17.35,$827.41M,2005.0,,,https://old.nasdaq.com/symbol/eos,
EFT,Eaton Vance Floating Rate Income Trust,13.26,$528.59M,2004.0,,,https://old.nasdaq.com/symbol/eft,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.1,$214.87M,2017.0,,,https://old.nasdaq.com/symbol/efl,
EFF,Eaton vance Floating-Rate Income Plus Fund,15.65,$119.04M,2013.0,,,https://old.nasdaq.com/symbol/eff,
EHT,Eaton Vance High Income 2021 Target Term Trust,10.04,$215.47M,2016.0,,,https://old.nasdaq.com/symbol/eht,
EOT,Eaton Vance Municipal Income Trust,22.21,$338.17M,2009.0,,,https://old.nasdaq.com/symbol/eot,
EVN,Eaton Vance Municipal Income Trust,12.79,$507.36M,1999.0,,,https://old.nasdaq.com/symbol/evn,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.37,$596.59M,2007.0,,,https://old.nasdaq.com/symbol/etj,
EFR,Eaton Vance Senior Floating-Rate Fund,12.94,$476.82M,2003.0,,,https://old.nasdaq.com/symbol/efr,
EVF,Eaton Vance Senior Income Trust,6.25,$236.67M,1998.0,,,https://old.nasdaq.com/symbol/evf,
EVG,Eaton Vance Short Diversified Income Fund,13.33,$238.35M,2005.0,,,https://old.nasdaq.com/symbol/evg,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,25.56,$1.86B,2003.0,,,https://old.nasdaq.com/symbol/evt,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,26.53,$399.71M,2004.0,,,https://old.nasdaq.com/symbol/eto,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,17.4,$1.33B,2004.0,,,https://old.nasdaq.com/symbol/etg,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.78,$445.76M,2005.0,,,https://old.nasdaq.com/symbol/etb,
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,10.16,$98.87M,2010.0,,,https://old.nasdaq.com/symbol/exd,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,12.31,$1.84B,2006.0,,,https://old.nasdaq.com/symbol/ety,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.6,$2.6B,2007.0,,,https://old.nasdaq.com/symbol/exg,
ECL,Ecolab Inc.,191.26,$55.13B,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl,
EC,Ecopetrol S.A.,18.03,$37.07B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec,
EPC,Edgewell Personal Care,30.45,$1.65B,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc,
EIX,Edison International,69.5,$24.92B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix,
EW,Edwards Lifesciences Corporation,242.38,$50.55B,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew,
ELAN,Elanco Animal Health Incorporated,25.54,$9.53B,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan,
ESTC,Elastic N.V.,75.76,$6.02B,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc,
EGO,Eldorado Gold Corporation,7.77,$1.23B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego,
ESI,Element Solutions Inc.,12.09,$3.1B,2014.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi,
ELVT,"Elevate Credit, Inc.",3.86,$170.45M,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt,
LLY,Eli Lilly and Company,114.07,$109.52B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly,
EFC,Ellington Financial Inc.,18.81,$635.3M,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/efc,
EARN,Ellington Residential Mortgage REIT,11.02,$137.39M,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn,
ERJ,Embraer S.A.,16.49,$3.03B,2000.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj,
EME,"EMCOR Group, Inc.",89.34,$5.02B,,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme,
EEX,"Emerald Expositions Events, Inc.",9.64,$693.9M,2017.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex,
EBS,"Emergent Biosolutions, Inc.",54.35,$2.81B,2006.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs,
EMR,Emerson Electric Company,73.07,$44.95B,,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr,
ESRT,"Empire State Realty Trust, Inc.",14.22,$5.13B,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt,
EIG,Employers Holdings Inc,41.96,$1.33B,2007.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig,
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),4.53,$198.2M,2007.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn,
ENBL,"Enable Midstream Partners, LP",9.29,$4.04B,2014.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl,
ENB,Enbridge Inc,38.06,$77.03B,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb,
ENBA,Enbridge Inc,27.55,,2018.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba,
EHC,Encompass Health Corporation,70.3,$6.93B,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc,
DAVA,Endava plc,44.01,$2.42B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/dava,
EXK,Endeavour Silver Corporation,2.42,$338.58M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk,
ENIA,Enel Americas S.A.,9.77,$14.72B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia,
ENIC,Enel Chile S.A.,4.05,$5.6B,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic,
ENR,"Energizer Holdings, Inc.",48.4,$3.33B,2015.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr,
ET,Energy Transfer L.P.,11.33,$29.76B,1996.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et,
ERF,Enerplus Corporation,6.11,$1.36B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf,
ENS,Enersys,67.6,$2.86B,2004.0,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens,
E,ENI S.p.A.,31.3,$56.88B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e,
ENLC,"EnLink Midstream, LLC",4.98,$2.43B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc,
EBF,"Ennis, Inc.",20.39,$532.25M,,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf,
ENVA,"Enova International, Inc.",21.9,$739.57M,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva,
NPO,EnPro Industries,63.69,$1.32B,,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo,
ETM,Entercom Communications Corp.,4.63,$659.78M,1999.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm,
EAI,"Entergy Arkansas, LLC",26.24,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai,
ETR,Entergy Corporation,116.89,$23.27B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr,
ELC,"Entergy Louisiana, Inc.",26.59,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc,
ELJ,"Entergy Louisiana, Inc.",26.03,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj,
ELU,"Entergy Louisiana, Inc.",25.54,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu,
EMP,"Entergy Mississippi, LLC",27.07,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp,
ENJ,"Entergy New Orleans, LLC",25.72,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj,
ENO,"Entergy New Orleans, LLC",26.06,,2016.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno,
EPD,Enterprise Products Partners L.P.,25.78,$56.44B,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd,
EVC,Entravision Communications Corporation,2.61,$220.67M,2000.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc,
ENV,"Envestnet, Inc",64.8,$3.4B,2010.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env,
NVST,Envista Holdings Corporation,27.63,$4.38B,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst,
EVA,"Enviva Partners, LP",33.88,$1.13B,2015.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva,
ENZ,"Enzo Biochem, Inc.",2.85,$135.54M,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz,
EOG,"EOG Resources, Inc.",71.26,$41.46B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog,
EPAM,"EPAM Systems, Inc.",208.18,$11.45B,2012.0,Technology,EDP Services,https://old.nasdaq.com/symbol/epam,
EPR,EPR Properties,74.09,$5.81B,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr,
EQT,EQT Corporation,9.66,$2.47B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt,
EFX,"Equifax, Inc.",139.49,$16.89B,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx,
EQNR,Equinor ASA,19.19,$63.84B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr,
ETRN,Equitrans Midstream Corporation,10.16,$2.59B,2018.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn,
EQC,Equity Commonwealth,32.6,$3.97B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc,
ELS,"Equity Lifestyle Properties, Inc.",70.6,$12.85B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els,
EQR,Equity Residential,86.99,$32.3B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr,
EQS,"Equus Total Return, Inc.",1.56,$21.09M,,,,https://old.nasdaq.com/symbol/eqs,
ESE,ESCO Technologies Inc.,84.47,$2.19B,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese,
ESNT,Essent Group Ltd.,53.86,$5.3B,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt,
EPRT,"Essential Properties Realty Trust, Inc.",26.76,$2.17B,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt,
ESS,"Essex Property Trust, Inc.",320.9,$21.21B,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess,
EL,"Estee Lauder Companies, Inc. (The)",192.89,$69.4B,1995.0,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el,
ETH,Ethan Allen Interiors Inc.,18.87,$501.74M,1993.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth,
EURN,Euronav NV,10.82,$2.33B,2015.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn,
EEA,"European Equity Fund, Inc. (The)",9.2588,$71.52M,,,,https://old.nasdaq.com/symbol/eea,
EB,"Eventbrite, Inc.",19.96,$1.68B,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb,
EVR,Evercore Inc.,76.0,$2.97B,2006.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr,
RE,"Everest Re Group, Ltd.",267.44,$10.91B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re,
