CIK,Company_Names,Form_Type,Date_Filed,Filename,year,quarter
1652044,Alphabet Inc.,4,2016-03-29,"edgar/data/1652044/0001127602-16-047752.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-29,"edgar/data/1652044/0001127602-16-047759.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-30,"edgar/data/1652044/0001127602-16-047775.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-30,"edgar/data/1652044/0001127602-16-047778.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-30,"edgar/data/1652044/0001127602-16-047780.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-30,"edgar/data/1652044/0001127602-16-047865.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-31,"edgar/data/1652044/0001127602-16-047985.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-31,"edgar/data/1652044/0001127602-16-047987.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-11,"edgar/data/1652044/0001127602-16-040756.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-11,"edgar/data/1652044/0001127602-16-040758.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-11,"edgar/data/1652044/0001127602-16-040760.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-11,"edgar/data/1652044/0001127602-16-040762.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-11,"edgar/data/1652044/0001127602-16-040766.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-11,"edgar/data/1652044/0001127602-16-040768.txt
",2016,QTR1
1652044,Alphabet Inc.,5,2016-02-12,"edgar/data/1652044/0001127602-16-041073.txt
",2016,QTR1
1652044,Alphabet Inc.,8-K,2016-02-01,"edgar/data/1652044/0001652044-16-000010.txt
",2016,QTR1
1652044,Alphabet Inc.,D,2016-01-04,"edgar/data/1652044/0000903423-16-000722.txt
",2016,QTR1
1652044,Alphabet Inc.,S-3ASR,2016-02-12,"edgar/data/1652044/0001193125-16-462349.txt
",2016,QTR1
1652044,Alphabet Inc.,S-3ASR,2016-02-12,"edgar/data/1652044/0001193125-16-462591.txt
",2016,QTR1
1652044,Alphabet Inc.,S-4/A,2016-03-29,"edgar/data/1652044/0001193125-16-521414.txt
",2016,QTR1
1652044,Alphabet Inc.,S-4,2016-02-12,"edgar/data/1652044/0001193125-16-462492.txt
",2016,QTR1
1652044,Alphabet Inc.,SC 13G/A,2016-02-11,"edgar/data/1652044/0001193125-16-459851.txt
",2016,QTR1
1652044,Alphabet Inc.,SC 13G/A,2016-02-11,"edgar/data/1652044/0001193125-16-459860.txt
",2016,QTR1
1652044,Alphabet Inc.,SC 13G,2016-01-28,"edgar/data/1652044/0000215457-16-004467.txt
",2016,QTR1
